"Bac","Niveau","Spécialités","Effectifs"
2021,"Première","MATHS PHYSIQUE_CHIMIE SVT",109398
2021,"Première","HISTOIRE_GEO_POLITIQUE MATHS SES",31175
2021,"Première","HISTOIRE_GEO_POLITIQUE LANGUES_LITTERATURE SES",27725
2021,"Première","HISTOIRE_GEO_POLITIQUE HUMANITES_LITTERATURE_PHILO SES",17200
2021,"Première","HISTOIRE_GEO_POLITIQUE HUMANITES_LITTERATURE_PHILO LANGUES_LITTERATURE",16992
2021,"Première","MATHS PHYSIQUE_CHIMIE SCIENCES_INGENIEUR",16558
2021,"Première","MATHS NUMERIQUE_SCIENCES_INFORMATIQUES PHYSIQUE_CHIMIE",16045
2021,"Première","LANGUES_LITTERATURE MATHS SES",13046
2021,"Première","MATHS SVT SES",12829
2021,"Première","MATHS PHYSIQUE_CHIMIE SES",12246
2021,"Première","HISTOIRE_GEO_POLITIQUE SVT SES",8143
2021,"Première","LANGUES_LITTERATURE MATHS PHYSIQUE_CHIMIE",8078
2021,"Première","HUMANITES_LITTERATURE_PHILO LANGUES_LITTERATURE SES",7136
2021,"Première","HISTOIRE_GEO_POLITIQUE MATHS PHYSIQUE_CHIMIE",5862
2021,"Première","LANGUES_LITTERATURE MATHS SVT",4756
2021,"Première","HISTOIRE_GEO_POLITIQUE MATHS SVT",4329
2021,"Première","HISTOIRE_GEO_POLITIQUE LANGUES_LITTERATURE MATHS",3665
2021,"Première","LANGUES_LITTERATURE SVT SES",3274
2021,"Première","MATHS NUMERIQUE_SCIENCES_INFORMATIQUES SCIENCES_INGENIEUR",2814
2021,"Première","ARTS_PLA HUMANITES_LITTERATURE_PHILO LANGUES_LITTERATURE",2723
2021,"Première","MATHS NUMERIQUE_SCIENCES_INFORMATIQUES SES",2609
2021,"Première","HISTOIRE_GEO_POLITIQUE LANGUES_LITTERATURE SVT",2467
2021,"Première","HISTOIRE_GEO_POLITIQUE HUMANITES_LITTERATURE_PHILO MATHS",2297
2021,"Première","HUMANITES_LITTERATURE_PHILO LANGUES_LITTERATURE SVT",2159
2021,"Première","HUMANITES_LITTERATURE_PHILO MATHS SES",2062
2021,"Première","HISTOIRE_GEO_POLITIQUE HUMANITES_LITTERATURE_PHILO SVT",2019
2021,"Première","MATHS NUMERIQUE_SCIENCES_INFORMATIQUES SVT",1981
2021,"Première","PHYSIQUE_CHIMIE SVT SES",1976
2021,"Première","HUMANITES_LITTERATURE_PHILO SVT SES",1936
2021,"Première","HUMANITES_LITTERATURE_PHILO LANGUES_LITTERATURE MATHS",1793
2021,"Première","LANGUES_LITTERATURE PHYSIQUE_CHIMIE SVT",1761
2021,"Première","LANGUES_LITTERATURE MATHS NUMERIQUE_SCIENCES_INFORMATIQUES",1669
2021,"Première","HUMANITES_LITTERATURE_PHILO MATHS SVT",1626
2021,"Première","HUMANITES_LITTERATURE_PHILO MATHS PHYSIQUE_CHIMIE",1364
2021,"Première","ARTS_PLA HISTOIRE_GEO_POLITIQUE HUMANITES_LITTERATURE_PHILO",1282
2021,"Première","HISTOIRE_GEO_POLITIQUE PHYSIQUE_CHIMIE SVT",1268
2021,"Première","ARTS_PLA MATHS PHYSIQUE_CHIMIE",973
2021,"Première","HISTOIRE_GEO_POLITIQUE NUMERIQUE_SCIENCES_INFORMATIQUES SES",959
2021,"Première","ARTS_PLA HISTOIRE_GEO_POLITIQUE LANGUES_LITTERATURE",957
2021,"Première","CINEMA HUMANITES_LITTERATURE_PHILO LANGUES_LITTERATURE",924
2021,"Première","ARTS_PLA LANGUES_LITTERATURE SES",827
2021,"Première","THEATRE HUMANITES_LITTERATURE_PHILO LANGUES_LITTERATURE",791
2021,"Première","HUMANITES_LITTERATURE_PHILO PHYSIQUE_CHIMIE SVT",664
2021,"Première","ARTS_PLA HISTOIRE_GEO_POLITIQUE SES",642
2021,"Première","MATHS SVT SCIENCES_INGENIEUR",636
2021,"Première","LANGUES_LITTERATURE NUMERIQUE_SCIENCES_INFORMATIQUES SES",621
2021,"Première","ARTS_PLA LANGUES_LITTERATURE MATHS",604
2021,"Première","HISTOIRE_DES_ARTS HUMANITES_LITTERATURE_PHILO LANGUES_LITTERATURE",584
2021,"Première","HISTOIRE_GEO_POLITIQUE MATHS NUMERIQUE_SCIENCES_INFORMATIQUES",544
2021,"Première","MATHS SCIENCES_INGENIEUR SES",533
2021,"Première","ARTS_PLA MATHS SES",529
2021,"Première","HISTOIRE_GEO_POLITIQUE PHYSIQUE_CHIMIE SES",506
2021,"Première","CINEMA HISTOIRE_GEO_POLITIQUE HUMANITES_LITTERATURE_PHILO",479
2021,"Première","ARTS_PLA HUMANITES_LITTERATURE_PHILO SES",472
2021,"Première","THEATRE HISTOIRE_GEO_POLITIQUE HUMANITES_LITTERATURE_PHILO",441
2021,"Première","LANGUES_LITTERATURE MATHS SCIENCES_INGENIEUR",424
2021,"Première","CINEMA HISTOIRE_GEO_POLITIQUE LANGUES_LITTERATURE",420
2021,"Première","NUMERIQUE_SCIENCES_INFORMATIQUES PHYSIQUE_CHIMIE SVT",417
2021,"Première","HISTOIRE_DES_ARTS HISTOIRE_GEO_POLITIQUE HUMANITES_LITTERATURE_PHILO",408
2021,"Première","MUSIQUE HUMANITES_LITTERATURE_PHILO LANGUES_LITTERATURE",407
2021,"Première","HISTOIRE_GEO_POLITIQUE LANGUES_LITTERATURE NUMERIQUE_SCIENCES_INFORMATIQUES",392
2021,"Première","CINEMA LANGUES_LITTERATURE SES",387
2021,"Première","ARTS_PLA MATHS SVT",377
2021,"Première","CINEMA MATHS PHYSIQUE_CHIMIE",345
2021,"Première","NUMERIQUE_SCIENCES_INFORMATIQUES SVT SES",332
2021,"Première","ARTS_PLA MATHS NUMERIQUE_SCIENCES_INFORMATIQUES",322
2021,"Première","CINEMA HISTOIRE_GEO_POLITIQUE SES",309
2021,"Première","ARTS_PLA LANGUES_LITTERATURE SVT",277
2021,"Première","HUMANITES_LITTERATURE_PHILO LANGUES_LITTERATURE NUMERIQUE_SCIENCES_INFORMATIQUES",259
2021,"Première","LANGUES_LITTERATURE PHYSIQUE_CHIMIE SES",255
2021,"Première","THEATRE HISTOIRE_GEO_POLITIQUE LANGUES_LITTERATURE",253
2021,"Première","LANGUES_LITTERATURE NUMERIQUE_SCIENCES_INFORMATIQUES SVT",250
2021,"Première","ARTS_PLA HUMANITES_LITTERATURE_PHILO MATHS",247
2021,"Première","HISTOIRE_DES_ARTS HISTOIRE_GEO_POLITIQUE LANGUES_LITTERATURE",245
2021,"Première","MUSIQUE MATHS PHYSIQUE_CHIMIE",243
2021,"Première","ARTS_PLA HUMANITES_LITTERATURE_PHILO SVT",239
2021,"Première","HISTOIRE_GEO_POLITIQUE LANGUES_LITTERATURE PHYSIQUE_CHIMIE",237
2021,"Première","HUMANITES_LITTERATURE_PHILO LANGUES_LITTERATURE LITTERATURE_LCA_LATIN",224
2021,"Première","HISTOIRE_DES_ARTS HISTOIRE_GEO_POLITIQUE SES",220
2021,"Première","THEATRE HISTOIRE_GEO_POLITIQUE SES",219
2021,"Première","ARTS_PLA HISTOIRE_GEO_POLITIQUE MATHS",203
2021,"Première","ARTS_PLA LANGUES_LITTERATURE NUMERIQUE_SCIENCES_INFORMATIQUES",203
2021,"Première","HISTOIRE_GEO_POLITIQUE HUMANITES_LITTERATURE_PHILO LITTERATURE_LCA_LATIN",202
2021,"Première","MUSIQUE HISTOIRE_GEO_POLITIQUE HUMANITES_LITTERATURE_PHILO",197
2021,"Première","ARTS_PLA HISTOIRE_GEO_POLITIQUE SVT",195
2021,"Première","THEATRE LANGUES_LITTERATURE SES",191
2021,"Première","MUSIQUE HISTOIRE_GEO_POLITIQUE LANGUES_LITTERATURE",189
2021,"Première","CINEMA LANGUES_LITTERATURE MATHS",185
2021,"Première","HISTOIRE_GEO_POLITIQUE NUMERIQUE_SCIENCES_INFORMATIQUES SVT",184
2021,"Première","PHYSIQUE_CHIMIE SVT SCIENCES_INGENIEUR",182
2021,"Première","HISTOIRE_DES_ARTS LANGUES_LITTERATURE SES",181
2021,"Première","HISTOIRE_DES_ARTS MATHS PHYSIQUE_CHIMIE",170
2021,"Première","CINEMA HUMANITES_LITTERATURE_PHILO SES",169
2021,"Première","ARTS_PLA SVT SES",162
2021,"Première","HISTOIRE_GEO_POLITIQUE MATHS SCIENCES_INGENIEUR",160
2021,"Première","THEATRE HUMANITES_LITTERATURE_PHILO SES",160
2021,"Première","HUMANITES_LITTERATURE_PHILO LANGUES_LITTERATURE PHYSIQUE_CHIMIE",155
2021,"Première","HUMANITES_LITTERATURE_PHILO MATHS NUMERIQUE_SCIENCES_INFORMATIQUES",146
2021,"Première","CINEMA MATHS SES",139
2021,"Première","HISTOIRE_GEO_POLITIQUE HUMANITES_LITTERATURE_PHILO NUMERIQUE_SCIENCES_INFORMATIQUES",134
2021,"Première","ARTS_PLA PHYSIQUE_CHIMIE SVT",121
2021,"Première","CINEMA MATHS NUMERIQUE_SCIENCES_INFORMATIQUES",119
2021,"Première","MUSIQUE HISTOIRE_GEO_POLITIQUE SES",114
2021,"Première","DANSE HUMANITES_LITTERATURE_PHILO LANGUES_LITTERATURE",107
2021,"Première","LANGUES_LITTERATURE NUMERIQUE_SCIENCES_INFORMATIQUES PHYSIQUE_CHIMIE",107
2021,"Première","MUSIQUE LANGUES_LITTERATURE SES",105
2021,"Première","NUMERIQUE_SCIENCES_INFORMATIQUES PHYSIQUE_CHIMIE SCIENCES_INGENIEUR",104
2021,"Première","HISTOIRE_GEO_POLITIQUE HUMANITES_LITTERATURE_PHILO PHYSIQUE_CHIMIE",103
2021,"Première","HUMANITES_LITTERATURE_PHILO PHYSIQUE_CHIMIE SES",98
2021,"Première","HISTOIRE_DES_ARTS HUMANITES_LITTERATURE_PHILO SES",97
2021,"Première","HISTOIRE_GEO_POLITIQUE SCIENCES_INGENIEUR SES",96
2021,"Première","LANGUES_LITTERATURE NUMERIQUE_SCIENCES_INFORMATIQUES SCIENCES_INGENIEUR",94
2021,"Première","HUMANITES_LITTERATURE_PHILO NUMERIQUE_SCIENCES_INFORMATIQUES SES",93
2021,"Première","NUMERIQUE_SCIENCES_INFORMATIQUES PHYSIQUE_CHIMIE SES",93
2021,"Première","THEATRE MATHS PHYSIQUE_CHIMIE",93
2021,"Première","CINEMA LANGUES_LITTERATURE NUMERIQUE_SCIENCES_INFORMATIQUES",90
2021,"Première","HISTOIRE_DES_ARTS MATHS SES",87
2021,"Première","HISTOIRE_DES_ARTS LANGUES_LITTERATURE MATHS",84
2021,"Première","CINEMA MATHS SVT",83
2021,"Première","SVT SCIENCES_INGENIEUR SES",83
2021,"Première","HISTOIRE_GEO_POLITIQUE LITTERATURE_LCA_LATIN SES",81
2021,"Première","ARTS_PLA MATHS SCIENCES_INGENIEUR",80
2021,"Première","MUSIQUE LANGUES_LITTERATURE MATHS",80
2021,"Première","NUMERIQUE_SCIENCES_INFORMATIQUES SCIENCES_INGENIEUR SES",79
2021,"Première","DANSE HISTOIRE_GEO_POLITIQUE LANGUES_LITTERATURE",78
2021,"Première","CINEMA HUMANITES_LITTERATURE_PHILO MATHS",77
2021,"Première","CINEMA LANGUES_LITTERATURE SVT",75
2021,"Première","NUMERIQUE_SCIENCES_INFORMATIQUES SVT SCIENCES_INGENIEUR",72
2021,"Première","ARTS_PLA NUMERIQUE_SCIENCES_INFORMATIQUES SES",71
2021,"Première","HISTOIRE_GEO_POLITIQUE LANGUES_LITTERATURE LITTERATURE_LCA_LATIN",70
2021,"Première","THEATRE LANGUES_LITTERATURE MATHS",70
2021,"Première","CINEMA SVT SES",69
2021,"Première","DANSE HISTOIRE_GEO_POLITIQUE HUMANITES_LITTERATURE_PHILO",67
2021,"Première","CINEMA HISTOIRE_GEO_POLITIQUE MATHS",65
2021,"Première","MUSIQUE HUMANITES_LITTERATURE_PHILO SES",64
2021,"Première","MUSIQUE HUMANITES_LITTERATURE_PHILO MATHS",62
2021,"Première","CINEMA LANGUES_LITTERATURE PHYSIQUE_CHIMIE",61
2021,"Première","ARTS_PLA LANGUES_LITTERATURE PHYSIQUE_CHIMIE",60
2021,"Première","THEATRE HUMANITES_LITTERATURE_PHILO MATHS",60
2021,"Première","THEATRE MATHS SES",58
2021,"Première","THEATRE MATHS SVT",56
2021,"Première","LANGUES_LITTERATURE SCIENCES_INGENIEUR SES",54
2021,"Première","HISTOIRE_DES_ARTS HUMANITES_LITTERATURE_PHILO MATHS",53
2021,"Première","MUSIQUE MATHS SES",52
2021,"Première","MUSIQUE MATHS SVT",52
2021,"Première","THEATRE HUMANITES_LITTERATURE_PHILO SVT",52
2021,"Première","HISTOIRE_DES_ARTS HISTOIRE_GEO_POLITIQUE MATHS",50
2021,"Première","HISTOIRE_DES_ARTS MATHS SVT",50
2021,"Première","ARTS_PLA HISTOIRE_GEO_POLITIQUE NUMERIQUE_SCIENCES_INFORMATIQUES",48
2021,"Première","HISTOIRE_GEO_POLITIQUE NUMERIQUE_SCIENCES_INFORMATIQUES PHYSIQUE_CHIMIE",48
2021,"Première","CINEMA HUMANITES_LITTERATURE_PHILO SVT",46
2021,"Première","CINEMA PHYSIQUE_CHIMIE SVT",46
2021,"Première","HUMANITES_LITTERATURE_PHILO NUMERIQUE_SCIENCES_INFORMATIQUES SVT",46
2021,"Première","LITTERATURE_LCA_LATIN MATHS PHYSIQUE_CHIMIE",45
2021,"Première","HISTOIRE_DES_ARTS LANGUES_LITTERATURE SVT",43
2021,"Première","LANGUES_LITTERATURE PHYSIQUE_CHIMIE SCIENCES_INGENIEUR",43
2021,"Première","MUSIQUE HISTOIRE_GEO_POLITIQUE MATHS",43
2021,"Première","THEATRE PHYSIQUE_CHIMIE SVT",43
2021,"Première","LANGUES_LITTERATURE SVT SCIENCES_INGENIEUR",42
2021,"Première","THEATRE LANGUES_LITTERATURE SVT",42
2021,"Première","ARTS_PLA HUMANITES_LITTERATURE_PHILO NUMERIQUE_SCIENCES_INFORMATIQUES",41
2021,"Première","MUSIQUE PHYSIQUE_CHIMIE SVT",41
2021,"Première","MUSIQUE LANGUES_LITTERATURE SVT",40
2021,"Première","THEATRE HISTOIRE_GEO_POLITIQUE MATHS",40
2021,"Première","HISTOIRE_DES_ARTS HUMANITES_LITTERATURE_PHILO SVT",38
2021,"Première","PHYSIQUE_CHIMIE SCIENCES_INGENIEUR SES",38
2021,"Première","THEATRE HISTOIRE_GEO_POLITIQUE SVT",38
2021,"Première","CINEMA HISTOIRE_GEO_POLITIQUE SVT",37
2021,"Première","THEATRE SVT SES",36
2021,"Première","HISTOIRE_GEO_POLITIQUE HUMANITES_LITTERATURE_PHILO LITTERATURE_LCA_GREC",34
2021,"Première","HUMANITES_LITTERATURE_PHILO LANGUES_LITTERATURE LITTERATURE_LCA_GREC",34
2021,"Première","HISTOIRE_GEO_POLITIQUE LITTERATURE_LCA_GREC SES",33
2021,"Première","MUSIQUE SVT SES",33
2021,"Première","CINEMA HUMANITES_LITTERATURE_PHILO PHYSIQUE_CHIMIE",32
2021,"Première","CINEMA NUMERIQUE_SCIENCES_INFORMATIQUES SES",32
2021,"Première","DANSE HISTOIRE_GEO_POLITIQUE SES",32
2021,"Première","HISTOIRE_GEO_POLITIQUE LITTERATURE_LCA_LATIN MATHS",32
2021,"Première","HUMANITES_LITTERATURE_PHILO LITTERATURE_LCA_LATIN MATHS",31
2021,"Première","HUMANITES_LITTERATURE_PHILO MATHS SCIENCES_INGENIEUR",31
2021,"Première","HISTOIRE_DES_ARTS HISTOIRE_GEO_POLITIQUE SVT",30
2021,"Première","HISTOIRE_DES_ARTS LANGUES_LITTERATURE NUMERIQUE_SCIENCES_INFORMATIQUES",30
2021,"Première","HISTOIRE_GEO_POLITIQUE LANGUES_LITTERATURE SCIENCES_INGENIEUR",30
2021,"Première","ARTS_PLA HUMANITES_LITTERATURE_PHILO PHYSIQUE_CHIMIE",29
2021,"Première","HISTOIRE_GEO_POLITIQUE NUMERIQUE_SCIENCES_INFORMATIQUES SCIENCES_INGENIEUR",29
2021,"Première","HUMANITES_LITTERATURE_PHILO LITTERATURE_LCA_LATIN SES",29
2021,"Première","HISTOIRE_GEO_POLITIQUE SVT SCIENCES_INGENIEUR",28
2021,"Première","ARTS_PLA NUMERIQUE_SCIENCES_INFORMATIQUES SVT",27
2021,"Première","ARTS_PLA PHYSIQUE_CHIMIE SES",27
2021,"Première","DANSE LANGUES_LITTERATURE SES",27
2021,"Première","HUMANITES_LITTERATURE_PHILO LITTERATURE_LCA_LATIN LITTERATURE_LCA_GREC",27
2021,"Première","2LLCER HUMANITES_LITTERATURE_PHILO",26
2021,"Première","ARTS_PLA HUMANITES_LITTERATURE_PHILO LITTERATURE_LCA_LATIN",26
2021,"Première","HISTOIRE_DES_ARTS MATHS NUMERIQUE_SCIENCES_INFORMATIQUES",26
2021,"Première","MUSIQUE HUMANITES_LITTERATURE_PHILO SVT",26
2021,"Première","MUSIQUE MATHS NUMERIQUE_SCIENCES_INFORMATIQUES",26
2021,"Première","DANSE MATHS PHYSIQUE_CHIMIE",25
2021,"Première","HISTOIRE_DES_ARTS HUMANITES_LITTERATURE_PHILO LITTERATURE_LCA_LATIN",25
2021,"Première","MUSIQUE HISTOIRE_GEO_POLITIQUE SVT",25
2021,"Première","2LLCER HISTOIRE_GEO_POLITIQUE",24
2021,"Première","DANSE MATHS SVT",24
2021,"Première","LANGUES_LITTERATURE LITTERATURE_LCA_LATIN SES",24
2021,"Première","2LLCER SES",23
2021,"Première","DANSE LANGUES_LITTERATURE SVT",23
2021,"Première","ARTS_DU_CIRQUE HISTOIRE_GEO_POLITIQUE HUMANITES_LITTERATURE_PHILO",22
2021,"Première","HISTOIRE_DES_ARTS SVT SES",22
2021,"Première","CINEMA HISTOIRE_GEO_POLITIQUE PHYSIQUE_CHIMIE",21
2021,"Première","HUMANITES_LITTERATURE_PHILO LANGUES_LITTERATURE SCIENCES_INGENIEUR",21
2021,"Première","HUMANITES_LITTERATURE_PHILO LITTERATURE_LCA_LATIN SVT",21
2021,"Première","CINEMA HUMANITES_LITTERATURE_PHILO NUMERIQUE_SCIENCES_INFORMATIQUES",20
2021,"Première","HUMANITES_LITTERATURE_PHILO LITTERATURE_LCA_GREC SES",20
2021,"Première","LITTERATURE_LCA_GREC MATHS PHYSIQUE_CHIMIE",20
2021,"Première","ARTS_PLA HISTOIRE_GEO_POLITIQUE PHYSIQUE_CHIMIE",19
2021,"Première","HISTOIRE_GEO_POLITIQUE PHYSIQUE_CHIMIE SCIENCES_INGENIEUR",19
2021,"Première","LITTERATURE_LCA_LATIN MATHS SES",19
2021,"Première","LITTERATURE_LCA_LATIN PHYSIQUE_CHIMIE SVT",19
2021,"Première","MUSIQUE LANGUES_LITTERATURE PHYSIQUE_CHIMIE",19
2021,"Première","THEATRE LANGUES_LITTERATURE NUMERIQUE_SCIENCES_INFORMATIQUES",19
2021,"Première","ARTS_PLA NUMERIQUE_SCIENCES_INFORMATIQUES PHYSIQUE_CHIMIE",18
2021,"Première","CINEMA NUMERIQUE_SCIENCES_INFORMATIQUES PHYSIQUE_CHIMIE",18
2021,"Première","HISTOIRE_GEO_POLITIQUE LITTERATURE_LCA_LATIN SVT",18
2021,"Première","ARTS_PLA LANGUES_LITTERATURE SCIENCES_INGENIEUR",17
2021,"Première","ARTS_PLA NUMERIQUE_SCIENCES_INFORMATIQUES SCIENCES_INGENIEUR",17
2021,"Première","DANSE HUMANITES_LITTERATURE_PHILO SVT",17
2021,"Première","DANSE LANGUES_LITTERATURE MATHS",17
2021,"Première","THEATRE MATHS NUMERIQUE_SCIENCES_INFORMATIQUES",17
2021,"Première","CINEMA HISTOIRE_GEO_POLITIQUE NUMERIQUE_SCIENCES_INFORMATIQUES",16
2021,"Première","CINEMA NUMERIQUE_SCIENCES_INFORMATIQUES SVT",16
2021,"Première","CINEMA PHYSIQUE_CHIMIE SES",16
2021,"Première","DANSE MATHS SES",16
2021,"Première","HISTOIRE_DES_ARTS LANGUES_LITTERATURE PHYSIQUE_CHIMIE",16
2021,"Première","HISTOIRE_DES_ARTS PHYSIQUE_CHIMIE SVT",16
2021,"Première","LITTERATURE_LCA_GREC MATHS SES",15
2021,"Première","MUSIQUE LANGUES_LITTERATURE NUMERIQUE_SCIENCES_INFORMATIQUES",15
2021,"Première","ARTS_DU_CIRQUE HUMANITES_LITTERATURE_PHILO LANGUES_LITTERATURE",14
2021,"Première","HISTOIRE_GEO_POLITIQUE LANGUES_LITTERATURE LITTERATURE_LCA_GREC",14
2021,"Première","LITTERATURE_LCA_GREC MATHS SVT",14
2021,"Première","DANSE SVT SES",13
2021,"Première","LANGUES_LITTERATURE LITTERATURE_LCA_LATIN MATHS",13
2021,"Première","LITTERATURE_LCA_LATIN MATHS SVT",13
2021,"Première","MATHS PHYSIQUE_CHIMIE BIOLOGIE_ECOLOGIE",13
2021,"Première","DANSE HISTOIRE_GEO_POLITIQUE MATHS",12
2021,"Première","DANSE HUMANITES_LITTERATURE_PHILO SES",12
2021,"Première","HISTOIRE_GEO_POLITIQUE HUMANITES_LITTERATURE_PHILO SCIENCES_INGENIEUR",12
2021,"Première","HUMANITES_LITTERATURE_PHILO NUMERIQUE_SCIENCES_INFORMATIQUES PHYSIQUE_CHIMIE",12
2021,"Première","MUSIQUE HUMANITES_LITTERATURE_PHILO NUMERIQUE_SCIENCES_INFORMATIQUES",12
2021,"Première","THEATRE LANGUES_LITTERATURE PHYSIQUE_CHIMIE",12
2021,"Première","2LLCER SVT",11
2021,"Première","DANSE PHYSIQUE_CHIMIE SVT",11
2021,"Première","HISTOIRE_DES_ARTS HISTOIRE_GEO_POLITIQUE PHYSIQUE_CHIMIE",11
2021,"Première","HISTOIRE_DES_ARTS MATHS SCIENCES_INGENIEUR",11
2021,"Première","HUMANITES_LITTERATURE_PHILO NUMERIQUE_SCIENCES_INFORMATIQUES SCIENCES_INGENIEUR",11
2021,"Première","LITTERATURE_LCA_LATIN SVT SES",11
2021,"Première","MUSIQUE HUMANITES_LITTERATURE_PHILO PHYSIQUE_CHIMIE",11
2021,"Première","THEATRE HUMANITES_LITTERATURE_PHILO PHYSIQUE_CHIMIE",11
2021,"Première","CINEMA MATHS SCIENCES_INGENIEUR",10
2021,"Première","ARTS_DU_CIRQUE HISTOIRE_GEO_POLITIQUE LANGUES_LITTERATURE",9
2021,"Première","CINEMA NUMERIQUE_SCIENCES_INFORMATIQUES SCIENCES_INGENIEUR",9
2021,"Première","DANSE HISTOIRE_GEO_POLITIQUE SVT",9
2021,"Première","HUMANITES_LITTERATURE_PHILO SCIENCES_INGENIEUR SES",9
2021,"Première","MUSIQUE NUMERIQUE_SCIENCES_INFORMATIQUES PHYSIQUE_CHIMIE",9
2021,"Première","THEATRE HUMANITES_LITTERATURE_PHILO NUMERIQUE_SCIENCES_INFORMATIQUES",9
2021,"Première","THEATRE NUMERIQUE_SCIENCES_INFORMATIQUES SES",9
2021,"Première","2LLCER MATHS",8
2021,"Première","ARTS_PLA LANGUES_LITTERATURE LITTERATURE_LCA_LATIN",8
2021,"Première","DANSE HUMANITES_LITTERATURE_PHILO MATHS",8
2021,"Première","HISTOIRE_DES_ARTS HISTOIRE_GEO_POLITIQUE LITTERATURE_LCA_LATIN",8
2021,"Première","HUMANITES_LITTERATURE_PHILO PHYSIQUE_CHIMIE SCIENCES_INGENIEUR",8
2021,"Première","LITTERATURE_LCA_GREC MATHS NUMERIQUE_SCIENCES_INFORMATIQUES",8
2021,"Première","MUSIQUE PHYSIQUE_CHIMIE SES",8
2021,"Première","ARTS_DU_CIRQUE HUMANITES_LITTERATURE_PHILO SVT",7
2021,"Première","ARTS_PLA CINEMA LANGUES_LITTERATURE",7
2021,"Première","ARTS_PLA HISTOIRE_GEO_POLITIQUE LITTERATURE_LCA_LATIN",7
2021,"Première","HUMANITES_LITTERATURE_PHILO LITTERATURE_LCA_GREC MATHS",7
2021,"Première","LANGUES_LITTERATURE LITTERATURE_LCA_LATIN SVT",7
2021,"Première","MUSIQUE MATHS SCIENCES_INGENIEUR",7
2021,"Première","MUSIQUE NUMERIQUE_SCIENCES_INFORMATIQUES SVT",7
2021,"Première","THEATRE NUMERIQUE_SCIENCES_INFORMATIQUES SVT",7
2021,"Première","ARTS_DU_CIRQUE HISTOIRE_GEO_POLITIQUE SVT",6
2021,"Première","ARTS_DU_CIRQUE LANGUES_LITTERATURE MATHS",6
2021,"Première","ARTS_PLA HISTOIRE_GEO_POLITIQUE SCIENCES_INGENIEUR",6
2021,"Première","CINEMA LANGUES_LITTERATURE SCIENCES_INGENIEUR",6
2021,"Première","HISTOIRE_DES_ARTS HUMANITES_LITTERATURE_PHILO NUMERIQUE_SCIENCES_INFORMATIQUES",6
2021,"Première","HUMANITES_LITTERATURE_PHILO LITTERATURE_LCA_GREC SVT",6
2021,"Première","HUMANITES_LITTERATURE_PHILO SVT SCIENCES_INGENIEUR",6
2021,"Première","LANGUES_LITTERATURE LITTERATURE_LCA_LATIN PHYSIQUE_CHIMIE",6
2021,"Première","LITTERATURE_LCA_GREC PHYSIQUE_CHIMIE SVT",6
2021,"Première","THEATRE PHYSIQUE_CHIMIE SES",6
2021,"Première","ARTS_DU_CIRQUE HUMANITES_LITTERATURE_PHILO MATHS",5
2021,"Première","ARTS_DU_CIRQUE SVT SES",5
2021,"Première","ARTS_PLA HUMANITES_LITTERATURE_PHILO SCIENCES_INGENIEUR",5
2021,"Première","ARTS_PLA SVT SCIENCES_INGENIEUR",5
2021,"Première","HISTOIRE_DES_ARTS HUMANITES_LITTERATURE_PHILO PHYSIQUE_CHIMIE",5
2021,"Première","HISTOIRE_DES_ARTS PHYSIQUE_CHIMIE SES",5
2021,"Première","HISTOIRE_DES_ARTS THEATRE HUMANITES_LITTERATURE_PHILO",5
2021,"Première","LITTERATURE_LCA_LATIN MATHS NUMERIQUE_SCIENCES_INFORMATIQUES",5
2021,"Première","THEATRE HISTOIRE_GEO_POLITIQUE PHYSIQUE_CHIMIE",5
2021,"Première","THEATRE HUMANITES_LITTERATURE_PHILO LITTERATURE_LCA_GREC",5
2021,"Première","ARTS_PLA HUMANITES_LITTERATURE_PHILO LITTERATURE_LCA_GREC",4
2021,"Première","ARTS_PLA LANGUES_LITTERATURE LITTERATURE_LCA_GREC",4
2021,"Première","ARTS_PLA PHYSIQUE_CHIMIE SCIENCES_INGENIEUR",4
2021,"Première","CINEMA SCIENCES_INGENIEUR SES",4
2021,"Première","HISTOIRE_DES_ARTS LANGUES_LITTERATURE LITTERATURE_LCA_LATIN",4
2021,"Première","HISTOIRE_DES_ARTS LITTERATURE_LCA_LATIN SES",4
2021,"Première","HISTOIRE_DES_ARTS NUMERIQUE_SCIENCES_INFORMATIQUES SES",4
2021,"Première","HISTOIRE_GEO_POLITIQUE LITTERATURE_LCA_GREC SVT",4
2021,"Première","HISTOIRE_GEO_POLITIQUE LITTERATURE_LCA_LATIN NUMERIQUE_SCIENCES_INFORMATIQUES",4
2021,"Première","HISTOIRE_GEO_POLITIQUE MATHS BIOLOGIE_ECOLOGIE",4
2021,"Première","MUSIQUE HISTOIRE_GEO_POLITIQUE PHYSIQUE_CHIMIE",4
2021,"Première","THEATRE LANGUES_LITTERATURE LITTERATURE_LCA_LATIN",4
2021,"Première","2LLCER ARTS_PLA",3
2021,"Première","2LLCER CINEMA",3
2021,"Première","ARTS_DU_CIRQUE MATHS PHYSIQUE_CHIMIE",3
2021,"Première","ARTS_PLA SCIENCES_INGENIEUR SES",3
2021,"Première","CINEMA THEATRE LANGUES_LITTERATURE",3
2021,"Première","HISTOIRE_DES_ARTS NUMERIQUE_SCIENCES_INFORMATIQUES PHYSIQUE_CHIMIE",3
2021,"Première","HISTOIRE_DES_ARTS NUMERIQUE_SCIENCES_INFORMATIQUES SVT",3
